,L1,L2,L3,L4,L5,M12,tb,mh1,mh2,mAh,mHm,h1bb,h1tt,h1tautau,HBresult
0,0.16383399999999998,0.30707199999999996,0.126198,-0.35795,-0.207587,-173780.0,2.00569,123.925494,673.204942,669.048957,672.405967,1.07505473,0.980451392,1.07505473,1.0
1,0.16383399999999998,0.30707199999999996,0.126198,-0.35795,-0.207587,-177828.0,2.00569,123.982531,680.682044,676.58244,679.902254,1.07337441,0.980908932,1.07337441,1.0
2,0.16383399999999998,0.30707199999999996,0.126198,-0.35795,-0.207587,-181970.0,2.00569,124.03826,688.249167,684.205007,687.488013,1.07173105,0.981355509,1.07173105,1.0
3,0.16383399999999998,0.30707199999999996,0.126198,-0.35795,-0.207587,-186209.0,2.00569,124.09272,695.908766,691.919141,695.165718,1.07012356,0.981791479,1.07012356,1.0
4,0.16383399999999998,0.30707199999999996,0.126198,-0.35795,-0.207587,-190546.0,2.00569,124.145924,703.659597,699.723605,702.934137,1.06855167,0.982216976,1.06855167,1.0
