,L1,L2,L3,L4,L5,M12
0.163834,0.307072,0.126198,-0.35795,-0.207587,-173780.
0.163834,0.307072,0.126198,-0.35795,-0.207587,-177828.
0.163834,0.307072,0.126198,-0.35795,-0.207587,-181970.
0.163834,0.307072,0.126198,-0.35795,-0.207587,-186209.
0.163834,0.307072,0.126198,-0.35795,-0.207587,-190546.
0.163834,0.307072,0.126198,-0.35795,-0.207587,-194984.
0.163834,0.307072,0.126198,-0.35795,-0.207587,-199526.
0.163834,0.307072,0.126198,-0.35795,-0.207587,-204174.
0.163834,0.307072,0.126198,-0.35795,-0.207587,-208930.
0.163834,0.307072,0.126198,-0.35795,-0.207587,-213796.
0.163834,0.307072,0.126198,-0.35795,-0.207587,-218776.
0.163834,0.307072,0.126198,-0.35795,-0.207587,-223872.
0.163834,0.307072,0.126198,-0.35795,-0.207587,-229087.
0.163834,0.307072,0.126198,-0.35795,-0.207587,-234423.
0.163834,0.307072,0.126198,-0.35795,-0.207587,-239883.
0.163834,0.307072,0.126198,-0.35795,-0.207587,-245471.
0.163834,0.307072,0.126198,-0.35795,-0.207587,-251189.
0.163834,0.307072,0.126198,-0.35795,-0.207587,-257040.
0.163834,0.307072,0.126198,-0.35795,-0.207587,-263027.
0.163834,0.307072,0.126198,-0.35795,-0.207587,-269153.
0.163834,0.307072,0.126198,-0.35795,-0.207587,-275423.
0.163914,0.307111,0.126283,-0.357231,-0.206237,-162181.
0.163914,0.307111,0.126283,-0.357231,-0.206237,-165959.
0.163914,0.307111,0.126283,-0.357231,-0.206237,-169824.
0.163914,0.307111,0.126283,-0.357231,-0.206237,-173780.
0.163914,0.307111,0.126283,-0.357231,-0.206237,-177828.
0.163914,0.307111,0.126283,-0.357231,-0.206237,-181970.
0.163914,0.307111,0.126283,-0.357231,-0.206237,-186209.
0.163914,0.307111,0.126283,-0.357231,-0.206237,-190546.
0.163914,0.307111,0.126283,-0.357231,-0.206237,-194984.
0.163914,0.307111,0.126283,-0.357231,-0.206237,-199526.
0.163914,0.307111,0.126283,-0.357231,-0.206237,-204174.
0.163914,0.307111,0.126283,-0.357231,-0.206237,-208930.
0.163914,0.307111,0.126283,-0.357231,-0.206237,-213796.
0.163914,0.307111,0.126283,-0.357231,-0.206237,-218776.
0.163914,0.307111,0.126283,-0.357231,-0.206237,-223872.
0.163914,0.307111,0.126283,-0.357231,-0.206237,-229087.
0.163914,0.307111,0.126283,-0.357231,-0.206237,-234423.
0.163914,0.307111,0.126283,-0.357231,-0.206237,-239883.
0.163914,0.307111,0.126283,-0.357231,-0.206237,-245471.
0.163993,0.30715,0.126368,-0.356517,-0.204889,-151356.
0.163993,0.30715,0.126368,-0.356517,-0.204889,-154882.
0.163993,0.30715,0.126368,-0.356517,-0.204889,-158489.
0.163993,0.30715,0.126368,-0.356517,-0.204889,-162181.
0.163993,0.30715,0.126368,-0.356517,-0.204889,-165959.
0.163993,0.30715,0.126368,-0.356517,-0.204889,-169824.
0.163993,0.30715,0.126368,-0.356517,-0.204889,-173780.
0.163993,0.30715,0.126368,-0.356517,-0.204889,-177828.
0.163993,0.30715,0.126368,-0.356517,-0.204889,-181970.
0.163993,0.30715,0.126368,-0.356517,-0.204889,-186209.
0.163993,0.30715,0.126368,-0.356517,-0.204889,-190546.
0.163993,0.30715,0.126368,-0.356517,-0.204889,-194984.
0.163993,0.30715,0.126368,-0.356517,-0.204889,-199526.
0.163993,0.30715,0.126368,-0.356517,-0.204889,-204174.
0.163993,0.30715,0.126368,-0.356517,-0.204889,-208930.
0.163993,0.30715,0.126368,-0.356517,-0.204889,-213796.
0.163993,0.30715,0.126368,-0.356517,-0.204889,-218776.
0.163993,0.30715,0.126368,-0.356517,-0.204889,-223872.
0.164072,0.307188,0.126452,-0.355809,-0.203546,-141254.
0.164072,0.307188,0.126452,-0.355809,-0.203546,-144544.
0.164072,0.307188,0.126452,-0.355809,-0.203546,-147911.
0.164072,0.307188,0.126452,-0.355809,-0.203546,-151356.
0.164072,0.307188,0.126452,-0.355809,-0.203546,-154882.
0.164072,0.307188,0.126452,-0.355809,-0.203546,-158489.
0.164072,0.307188,0.126452,-0.355809,-0.203546,-162181.
0.164072,0.307188,0.126452,-0.355809,-0.203546,-165959.
0.164072,0.307188,0.126452,-0.355809,-0.203546,-169824.
0.164072,0.307188,0.126452,-0.355809,-0.203546,-173780.
0.164072,0.307188,0.126452,-0.355809,-0.203546,-177828.
0.164072,0.307188,0.126452,-0.355809,-0.203546,-181970.
0.164072,0.307188,0.126452,-0.355809,-0.203546,-186209.
0.164072,0.307188,0.126452,-0.355809,-0.203546,-190546.
0.164072,0.307188,0.126452,-0.355809,-0.203546,-194984.
0.164072,0.307188,0.126452,-0.355809,-0.203546,-199526.
0.164072,0.307188,0.126452,-0.355809,-0.203546,-204174.
0.16415,0.307226,0.126536,-0.355106,-0.202206,-134896.
0.16415,0.307226,0.126536,-0.355106,-0.202206,-138038.
0.16415,0.307226,0.126536,-0.355106,-0.202206,-141254.
0.16415,0.307226,0.126536,-0.355106,-0.202206,-144544.
0.16415,0.307226,0.126536,-0.355106,-0.202206,-147911.
0.16415,0.307226,0.126536,-0.355106,-0.202206,-151356.
0.16415,0.307226,0.126536,-0.355106,-0.202206,-154882.
0.16415,0.307226,0.126536,-0.355106,-0.202206,-158489.
0.16415,0.307226,0.126536,-0.355106,-0.202206,-162181.
0.16415,0.307226,0.126536,-0.355106,-0.202206,-165959.
0.16415,0.307226,0.126536,-0.355106,-0.202206,-169824.
0.16415,0.307226,0.126536,-0.355106,-0.202206,-173780.
0.16415,0.307226,0.126536,-0.355106,-0.202206,-177828.
0.16415,0.307226,0.126536,-0.355106,-0.202206,-181970.
0.16415,0.307226,0.126536,-0.355106,-0.202206,-186209.
0.164227,0.307264,0.126618,-0.354408,-0.20087,-125893.
0.164227,0.307264,0.126618,-0.354408,-0.20087,-128825.
0.164227,0.307264,0.126618,-0.354408,-0.20087,-131826.
0.164227,0.307264,0.126618,-0.354408,-0.20087,-134896.
0.164227,0.307264,0.126618,-0.354408,-0.20087,-138038.
0.164227,0.307264,0.126618,-0.354408,-0.20087,-141254.
0.164227,0.307264,0.126618,-0.354408,-0.20087,-144544.
0.164227,0.307264,0.126618,-0.354408,-0.20087,-147911.
0.164227,0.307264,0.126618,-0.354408,-0.20087,-151356.
0.164227,0.307264,0.126618,-0.354408,-0.20087,-154882.
0.164227,0.307264,0.126618,-0.354408,-0.20087,-158489.
0.164227,0.307264,0.126618,-0.354408,-0.20087,-162181.
0.164227,0.307264,0.126618,-0.354408,-0.20087,-165959.
0.164227,0.307264,0.126618,-0.354408,-0.20087,-169824.
0.164227,0.307264,0.126618,-0.354408,-0.20087,-173780.
0.164303,0.307301,0.1267,-0.353715,-0.199537,-120226.
0.164303,0.307301,0.1267,-0.353715,-0.199537,-123027.
0.164303,0.307301,0.1267,-0.353715,-0.199537,-125893.
0.164303,0.307301,0.1267,-0.353715,-0.199537,-128825.
0.164303,0.307301,0.1267,-0.353715,-0.199537,-131826.
0.164303,0.307301,0.1267,-0.353715,-0.199537,-134896.
0.164303,0.307301,0.1267,-0.353715,-0.199537,-138038.
0.164303,0.307301,0.1267,-0.353715,-0.199537,-141254.
0.164303,0.307301,0.1267,-0.353715,-0.199537,-144544.
0.164303,0.307301,0.1267,-0.353715,-0.199537,-147911.
0.164303,0.307301,0.1267,-0.353715,-0.199537,-151356.
0.164303,0.307301,0.1267,-0.353715,-0.199537,-154882.
0.164303,0.307301,0.1267,-0.353715,-0.199537,-158489.
0.164303,0.307301,0.1267,-0.353715,-0.199537,-162181.
0.164379,0.307339,0.126781,-0.353028,-0.198208,-114815.
0.164379,0.307339,0.126781,-0.353028,-0.198208,-117490.
0.164379,0.307339,0.126781,-0.353028,-0.198208,-120226.
0.164379,0.307339,0.126781,-0.353028,-0.198208,-123027.
0.164379,0.307339,0.126781,-0.353028,-0.198208,-125893.
0.164379,0.307339,0.126781,-0.353028,-0.198208,-128825.
0.164379,0.307339,0.126781,-0.353028,-0.198208,-131826.
0.164379,0.307339,0.126781,-0.353028,-0.198208,-134896.
