L1,L2,L3,L4,L5,M12,tb
0.137522,0.296733,0.0430307,-0.0524181,-0.31208,-33113.1,2.07321
0.137522,0.296733,0.0430307,-0.0524181,-0.31208,-33884.4,2.07321
0.137522,0.296733,0.0430307,-0.0524181,-0.31208,-34673.7,2.07321
0.137589,0.29676,0.0430568,-0.0516017,-0.311245,-31622.8,2.07321
0.137589,0.29676,0.0430568,-0.0516017,-0.311245,-32359.4,2.07321
0.137589,0.29676,0.0430568,-0.0516017,-0.311245,-33113.1,2.07321
0.137589,0.29676,0.0430568,-0.0516017,-0.311245,-33884.4,2.07321
0.137655,0.296787,0.0430825,-0.0507884,-0.310413,-31622.8,2.07321
0.137655,0.296787,0.0430825,-0.0507884,-0.310413,-32359.4,2.07321
0.137655,0.296787,0.0430825,-0.0507884,-0.310413,-33113.1,2.07321
0.137655,0.296787,0.0430825,-0.0507884,-0.310413,-33884.4,2.07321
0.137721,0.296813,0.0431077,-0.0499783,-0.309584,-30903.,2.07321
0.137721,0.296813,0.0431077,-0.0499783,-0.309584,-31622.8,2.07321
0.137721,0.296813,0.0431077,-0.0499783,-0.309584,-32359.4,2.07321
0.137721,0.296813,0.0431077,-0.0499783,-0.309584,-33113.1,2.07321
0.137786,0.296839,0.0431326,-0.0491714,-0.308758,-30199.5,2.07321
0.137786,0.296839,0.0431326,-0.0491714,-0.308758,-30903.,2.07321
0.137786,0.296839,0.0431326,-0.0491714,-0.308758,-31622.8,2.07321
0.137786,0.296839,0.0431326,-0.0491714,-0.308758,-32359.4,2.07321
0.137851,0.296865,0.043157,-0.0483676,-0.307935,-30199.5,2.07321
0.137851,0.296865,0.043157,-0.0483676,-0.307935,-30903.,2.07321
0.137851,0.296865,0.043157,-0.0483676,-0.307935,-31622.8,2.07321
0.137851,0.296865,0.043157,-0.0483676,-0.307935,-32359.4,2.07321
0.137915,0.296891,0.0431811,-0.0475669,-0.307115,-29512.1,2.07321
0.137915,0.296891,0.0431811,-0.0475669,-0.307115,-30199.5,2.07321
0.137915,0.296891,0.0431811,-0.0475669,-0.307115,-30903.,2.07321
0.137915,0.296891,0.0431811,-0.0475669,-0.307115,-31622.8,2.07321
0.13798,0.296916,0.0432047,-0.0467693,-0.306298,-29512.1,2.07321
0.13798,0.296916,0.0432047,-0.0467693,-0.306298,-30199.5,2.07321
0.13798,0.296916,0.0432047,-0.0467693,-0.306298,-30903.,2.07321
0.13798,0.296916,0.0432047,-0.0467693,-0.306298,-31622.8,2.07321
0.138043,0.296942,0.043228,-0.0459748,-0.305483,-28840.3,2.07321
0.138043,0.296942,0.043228,-0.0459748,-0.305483,-29512.1,2.07321
0.138043,0.296942,0.043228,-0.0459748,-0.305483,-30199.5,2.07321
0.138043,0.296942,0.043228,-0.0459748,-0.305483,-30903.,2.07321
0.138107,0.296967,0.0432508,-0.0451834,-0.304672,-28840.3,2.07321
0.138107,0.296967,0.0432508,-0.0451834,-0.304672,-29512.1,2.07321
0.138107,0.296967,0.0432508,-0.0451834,-0.304672,-30199.5,2.07321
0.13817,0.296992,0.0432732,-0.044395,-0.303863,-28183.8,2.07321
0.13817,0.296992,0.0432732,-0.044395,-0.303863,-28840.3,2.07321
0.13817,0.296992,0.0432732,-0.044395,-0.303863,-29512.1,2.07321
0.13817,0.296992,0.0432732,-0.044395,-0.303863,-30199.5,2.07321
0.138233,0.297017,0.0432953,-0.0436096,-0.303057,-27542.3,2.07321
0.138233,0.297017,0.0432953,-0.0436096,-0.303057,-28183.8,2.07321
0.138233,0.297017,0.0432953,-0.0436096,-0.303057,-28840.3,2.07321
0.138233,0.297017,0.0432953,-0.0436096,-0.303057,-29512.1,2.07321
0.138295,0.297041,0.043317,-0.0428273,-0.302253,-27542.3,2.07321
0.138295,0.297041,0.043317,-0.0428273,-0.302253,-28183.8,2.07321
0.138295,0.297041,0.043317,-0.0428273,-0.302253,-28840.3,2.07321
0.138295,0.297041,0.043317,-0.0428273,-0.302253,-29512.1,2.07321
0.138357,0.297066,0.0433383,-0.042048,-0.301453,-26915.3,2.07321
0.138357,0.297066,0.0433383,-0.042048,-0.301453,-27542.3,2.07321
0.138357,0.297066,0.0433383,-0.042048,-0.301453,-28183.8,2.07321
0.138357,0.297066,0.0433383,-0.042048,-0.301453,-28840.3,2.07321
0.138418,0.29709,0.0433592,-0.0412716,-0.300655,-26915.3,2.07321
0.138418,0.29709,0.0433592,-0.0412716,-0.300655,-27542.3,2.07321
0.138418,0.29709,0.0433592,-0.0412716,-0.300655,-28183.8,2.07321
0.13848,0.297114,0.0433797,-0.0404983,-0.29986,-26302.7,2.07321
0.13848,0.297114,0.0433797,-0.0404983,-0.29986,-26915.3,2.07321
0.13848,0.297114,0.0433797,-0.0404983,-0.29986,-27542.3,2.07321
0.13848,0.297114,0.0433797,-0.0404983,-0.29986,-28183.8,2.07321
0.13854,0.297138,0.0433999,-0.0397278,-0.299068,-26302.7,2.07321
0.13854,0.297138,0.0433999,-0.0397278,-0.299068,-26915.3,2.07321
0.13854,0.297138,0.0433999,-0.0397278,-0.299068,-27542.3,2.07321
0.138601,0.297162,0.0434197,-0.0389604,-0.298278,-25704.,2.07321
0.138601,0.297162,0.0434197,-0.0389604,-0.298278,-26302.7,2.07321
0.138601,0.297162,0.0434197,-0.0389604,-0.298278,-26915.3,2.07321
0.138601,0.297162,0.0434197,-0.0389604,-0.298278,-27542.3,2.07321
0.138661,0.297186,0.0434391,-0.0381958,-0.297491,-25704.,2.07321
0.138661,0.297186,0.0434391,-0.0381958,-0.297491,-26302.7,2.07321
0.138661,0.297186,0.0434391,-0.0381958,-0.297491,-26915.3,2.07321
0.138721,0.297209,0.0434582,-0.0374341,-0.296707,-25118.9,2.07321
0.138721,0.297209,0.0434582,-0.0374341,-0.296707,-25704.,2.07321
0.138721,0.297209,0.0434582,-0.0374341,-0.296707,-26302.7,2.07321
0.138721,0.297209,0.0434582,-0.0374341,-0.296707,-26915.3,2.07321
0.13878,0.297233,0.0434769,-0.0366754,-0.295925,-25118.9,2.07321
0.13878,0.297233,0.0434769,-0.0366754,-0.295925,-25704.,2.07321
0.13878,0.297233,0.0434769,-0.0366754,-0.295925,-26302.7,2.07321
0.13884,0.297256,0.0434952,-0.0359195,-0.295146,-24547.1,2.07321
0.13884,0.297256,0.0434952,-0.0359195,-0.295146,-25118.9,2.07321
0.13884,0.297256,0.0434952,-0.0359195,-0.295146,-25704.,2.07321
0.13884,0.297256,0.0434952,-0.0359195,-0.295146,-26302.7,2.07321
0.138898,0.297279,0.0435132,-0.0351665,-0.29437,-24547.1,2.07321
0.138898,0.297279,0.0435132,-0.0351665,-0.29437,-25118.9,2.07321
0.138898,0.297279,0.0435132,-0.0351665,-0.29437,-25704.,2.07321
0.138957,0.297302,0.0435308,-0.0344163,-0.293596,-23988.3,2.07321
0.138957,0.297302,0.0435308,-0.0344163,-0.293596,-24547.1,2.07321
0.138957,0.297302,0.0435308,-0.0344163,-0.293596,-25118.9,2.07321
0.138957,0.297302,0.0435308,-0.0344163,-0.293596,-25704.,2.07321
0.139015,0.297324,0.0435481,-0.033669,-0.292825,-23988.3,2.07321
0.139015,0.297324,0.0435481,-0.033669,-0.292825,-24547.1,2.07321
0.139015,0.297324,0.0435481,-0.033669,-0.292825,-25118.9,2.07321
0.139073,0.297347,0.0435651,-0.0329244,-0.292056,-23442.3,2.07321
0.139073,0.297347,0.0435651,-0.0329244,-0.292056,-23988.3,2.07321
0.139073,0.297347,0.0435651,-0.0329244,-0.292056,-24547.1,2.07321
0.139073,0.297347,0.0435651,-0.0329244,-0.292056,-25118.9,2.07321
0.13913,0.297369,0.0435817,-0.0321827,-0.29129,-23442.3,2.07321
0.13913,0.297369,0.0435817,-0.0321827,-0.29129,-23988.3,2.07321
0.13913,0.297369,0.0435817,-0.0321827,-0.29129,-24547.1,2.07321
0.139187,0.297391,0.043598,-0.0314438,-0.290527,-22908.7,2.07321
0.139187,0.297391,0.043598,-0.0314438,-0.290527,-23442.3,2.07321
0.139187,0.297391,0.043598,-0.0314438,-0.290527,-23988.3,2.07321
0.139187,0.297391,0.043598,-0.0314438,-0.290527,-24547.1,2.07321
0.139244,0.297413,0.0436139,-0.0307076,-0.289766,-22908.7,2.07321
0.139244,0.297413,0.0436139,-0.0307076,-0.289766,-23442.3,2.07321
0.139244,0.297413,0.0436139,-0.0307076,-0.289766,-23988.3,2.07321
0.1393,0.297435,0.0436295,-0.0299742,-0.289008,-22908.7,2.07321
0.1393,0.297435,0.0436295,-0.0299742,-0.289008,-23442.3,2.07321
0.1393,0.297435,0.0436295,-0.0299742,-0.289008,-23988.3,2.07321
0.139356,0.297457,0.0436448,-0.0292435,-0.288252,-22387.2,2.07321
0.139356,0.297457,0.0436448,-0.0292435,-0.288252,-22908.7,2.07321
0.139356,0.297457,0.0436448,-0.0292435,-0.288252,-23442.3,2.07321
0.139412,0.297479,0.0436597,-0.0285156,-0.287498,-22387.2,2.07321
0.139412,0.297479,0.0436597,-0.0285156,-0.287498,-22908.7,2.07321
0.139412,0.297479,0.0436597,-0.0285156,-0.287498,-23442.3,2.07321
0.139468,0.2975,0.0436743,-0.0277904,-0.286747,-21877.6,2.07321
0.139468,0.2975,0.0436743,-0.0277904,-0.286747,-22387.2,2.07321
0.139468,0.2975,0.0436743,-0.0277904,-0.286747,-22908.7,2.07321
0.139523,0.297521,0.0436886,-0.0270679,-0.285999,-21877.6,2.07321
0.139523,0.297521,0.0436886,-0.0270679,-0.285999,-22387.2,2.07321
0.139523,0.297521,0.0436886,-0.0270679,-0.285999,-22908.7,2.07321
0.139578,0.297543,0.0437026,-0.0263481,-0.285253,-21379.6,2.07321
0.139578,0.297543,0.0437026,-0.0263481,-0.285253,-21877.6,2.07321
0.139578,0.297543,0.0437026,-0.0263481,-0.285253,-22387.2,2.07321
0.139632,0.297564,0.0437162,-0.0256309,-0.284509,-21379.6,2.07321
0.139632,0.297564,0.0437162,-0.0256309,-0.284509,-21877.6,2.07321
0.139632,0.297564,0.0437162,-0.0256309,-0.284509,-22387.2,2.07321
0.139687,0.297584,0.0437296,-0.0249164,-0.283768,-21379.6,2.07321
0.139687,0.297584,0.0437296,-0.0249164,-0.283768,-21877.6,2.07321
0.13974,0.297605,0.0437426,-0.0242046,-0.283029,-20893.,2.07321
0.13974,0.297605,0.0437426,-0.0242046,-0.283029,-21379.6,2.07321
0.13974,0.297605,0.0437426,-0.0242046,-0.283029,-21877.6,2.07321
0.139794,0.297626,0.0437553,-0.0234954,-0.282293,-20893.,2.07321
0.139794,0.297626,0.0437553,-0.0234954,-0.282293,-21379.6,2.07321
0.139794,0.297626,0.0437553,-0.0234954,-0.282293,-21877.6,2.07321
