,L1,L2,L3,L4,L5,M12,tb,mh1,mh2,mAh,mHm,h1bb,h1tt,h1tautau,h1VV,HBresult
66,0.16171300000000002,0.301879,0.12626800000000002,-0.35270799999999997,-0.20268,-85113.8,2.07321,124.795685,485.112158,479.374888,484.095006,1.15334205,0.960821332,1.15334205,0.997158338,1.0
67,0.16171300000000002,0.301879,0.12626800000000002,-0.35270799999999997,-0.20268,-87096.4,2.07321,124.908258,490.277816,484.630709,489.300128,1.14996733,0.96176196,1.14996733,0.997284473,1.0
68,0.16171300000000002,0.301879,0.12626800000000002,-0.35270799999999997,-0.20268,-89125.1,2.07321,125.018243,495.509133,489.950381,494.569578,1.14666326,0.962679339,1.14666326,0.997405083,1.0
69,0.16171300000000002,0.301879,0.12626800000000002,-0.35270799999999997,-0.20268,-91201.1,2.07321,125.125705,500.807098,495.334943,499.904388,1.14342838,0.96357411,1.14342838,0.997520408,1.0
70,0.16171300000000002,0.301879,0.12626800000000002,-0.35270799999999997,-0.20268,-93325.4,2.07321,125.230695,506.172133,500.784853,505.305017,1.14026158,0.964446797,1.14026158,0.99763067,1.0
71,0.16171300000000002,0.301879,0.12626800000000002,-0.35270799999999997,-0.20268,-95499.3,2.07321,125.333278,511.605358,506.301281,510.772629,1.1371614,0.965298023,1.1371614,0.997736093,1.0
72,0.16171300000000002,0.301879,0.12626800000000002,-0.35270799999999997,-0.20268,-97723.7,2.07321,125.433496,517.106841,511.884324,516.307324,1.13412695,0.966128232,1.13412695,0.997836874,1.0
73,0.16171300000000002,0.301879,0.12626800000000002,-0.35270799999999997,-0.20268,-100000.0,2.07321,125.531414,522.677834,517.535282,521.910394,1.13115672,0.966938034,1.13115672,0.997933221,1.0
74,0.16179200000000002,0.30191799999999996,0.126353,-0.352003,-0.201327,-79432.8,2.07321,124.633258,469.959427,463.896709,468.793655,1.16367005,0.957919704,1.16367005,0.996753715,1.0
75,0.16179200000000002,0.30191799999999996,0.126353,-0.352003,-0.201327,-81283.1,2.07321,124.753412,474.932037,468.965562,473.810122,1.16007951,0.958932389,1.16007951,0.996897572,1.0
76,0.16179200000000002,0.30191799999999996,0.126353,-0.352003,-0.201327,-83176.4,2.07321,124.870805,479.968296,474.096117,478.888778,1.15656348,0.959919994,1.15656348,0.997035146,1.0
77,0.16179200000000002,0.30191799999999996,0.126353,-0.352003,-0.201327,-85113.8,2.07321,124.985505,485.069105,479.289326,484.030569,1.1531205,0.960883196,1.1531205,0.99716671,1.0
78,0.16179200000000002,0.30191799999999996,0.126353,-0.352003,-0.201327,-87096.4,2.07321,125.097575,490.235302,484.546075,489.236377,1.14974917,0.96182264,1.14974917,0.997292525,1.0
79,0.16179200000000002,0.30191799999999996,0.126353,-0.352003,-0.201327,-89125.1,2.07321,125.207068,495.46715,489.866667,494.506506,1.14644849,0.962738849,1.14644849,0.997412824,1.0
80,0.16179200000000002,0.30191799999999996,0.126353,-0.352003,-0.201327,-91201.1,2.07321,125.314047,500.765639,495.252138,499.841989,1.14321699,0.963632464,1.14321699,0.99752785,1.0
81,0.16179200000000002,0.30191799999999996,0.126353,-0.352003,-0.201327,-93325.4,2.07321,125.418565,506.131191,500.702949,505.243285,1.14005357,0.964504009,1.14005357,0.997637822,1.0
82,0.16179200000000002,0.30191799999999996,0.126353,-0.352003,-0.201327,-95499.3,2.07321,125.520684,511.564928,506.22027,510.711558,1.13695674,0.965354109,1.13695674,0.997742965,1.0
83,0.161869,0.301956,0.126437,-0.351302,-0.199977,-77624.7,2.07321,124.700901,465.005162,458.800193,463.772167,1.16710144,0.956947976,1.16710144,0.996613047,1.0
84,0.161869,0.301956,0.126437,-0.351302,-0.199977,-79432.8,2.07321,124.823328,469.914832,463.808488,468.727341,1.16343881,0.95798505,1.16343881,0.996763083,1.0
85,0.161869,0.301956,0.126437,-0.351302,-0.199977,-81283.1,2.07321,124.942952,474.887999,468.878294,473.744511,1.15985164,0.958996515,1.15985164,0.996906586,1.0
86,0.161869,0.301956,0.126437,-0.351302,-0.199977,-83176.4,2.07321,125.059826,479.92481,474.009794,478.823862,1.156339,0.959982911,1.156339,0.997043819,1.0
87,0.161869,0.301956,0.126437,-0.351302,-0.199977,-85113.8,2.07321,125.174017,485.026163,479.203939,483.966343,1.15289941,0.960944917,1.15289941,0.997175053,1.0
88,0.161869,0.301956,0.126437,-0.351302,-0.199977,-87096.4,2.07321,125.285589,490.192896,484.461614,489.172835,1.14953147,0.961883178,1.14953147,0.997300547,1.0
89,0.161869,0.301956,0.126437,-0.351302,-0.199977,-89125.1,2.07321,125.394593,495.425274,489.783123,494.443641,1.14623417,0.962798219,1.14623417,0.997420537,1.0
90,0.161869,0.301956,0.126437,-0.351302,-0.199977,-91201.1,2.07321,125.501094,500.724287,495.169504,499.779795,1.14300605,0.963690679,1.14300605,0.997535263,1.0
91,0.161869,0.301956,0.126437,-0.351302,-0.199977,-93325.4,2.07321,125.605142,506.090355,500.621215,505.181756,1.139846,0.964561084,1.139846,0.997644947,1.0
92,0.161946,0.301994,0.12652,-0.350608,-0.19863,-74131.0,2.07321,124.637852,455.327006,448.873721,453.97623,1.1744186,0.954862963,1.1744186,0.996302631,1.0
93,0.161946,0.301994,0.12652,-0.350608,-0.19863,-75857.8,2.07321,124.765535,460.112778,453.762655,458.810797,1.17060399,0.955952125,1.17060399,0.996466238,1.0
94,0.161946,0.301994,0.12652,-0.350608,-0.19863,-77624.7,2.07321,124.890284,464.960248,458.71119,463.705462,1.16686787,0.957014244,1.16686787,0.996622721,1.0
95,0.161946,0.301994,0.12652,-0.350608,-0.19863,-79432.8,2.07321,125.012176,469.87048,463.720446,468.661341,1.16320859,0.958050091,1.16320859,0.996772395,1.0
96,0.161946,0.301994,0.12652,-0.350608,-0.19863,-81283.1,2.07321,125.131276,474.844203,468.791205,473.67921,1.15962479,0.95906034,1.15962479,0.996915547,1.0
97,0.161946,0.301994,0.12652,-0.350608,-0.19863,-83176.4,2.07321,125.247636,479.881561,473.923647,478.759255,1.15611552,0.960045532,1.15611552,0.99705244,1.0
98,0.161946,0.301994,0.12652,-0.350608,-0.19863,-85113.8,2.07321,125.361323,484.983455,479.118726,483.902422,1.15267931,0.961006347,1.15267931,0.997183345,1.0
99,0.161946,0.301994,0.12652,-0.350608,-0.19863,-87096.4,2.07321,125.472401,490.150723,484.377327,489.109594,1.14931475,0.96194343,1.14931475,0.997308521,1.0
100,0.161946,0.301994,0.12652,-0.350608,-0.19863,-89125.1,2.07321,125.580921,495.383628,489.699751,494.381075,1.14602082,0.962857306,1.14602082,0.997428203,1.0
101,0.162022,0.302031,0.126603,-0.349918,-0.197287,-72443.6,2.07321,124.696937,450.556421,443.952652,449.133111,1.17806937,0.953816095,1.17806937,0.996142411,1.0
102,0.162022,0.302031,0.126603,-0.349918,-0.197287,-74131.0,2.07321,124.827042,455.281084,448.783019,453.908353,1.17417872,0.954931595,1.17417872,0.996313034,1.0
103,0.162022,0.302031,0.126603,-0.349918,-0.197287,-75857.8,2.07321,124.954173,460.067431,453.672931,458.743635,1.17036743,0.95601951,1.17036743,0.996476256,1.0
104,0.162022,0.302031,0.126603,-0.349918,-0.197287,-77624.7,2.07321,125.07838,464.915468,458.622434,463.639009,1.16663465,0.957080391,1.16663465,0.996632366,1.0
105,0.162022,0.302031,0.126603,-0.349918,-0.197287,-79432.8,2.07321,125.19974,469.826261,463.632649,468.595591,1.16297873,0.958115012,1.16297873,0.996781678,1.0
106,0.162022,0.302031,0.126603,-0.349918,-0.197287,-81283.1,2.07321,125.31832,474.800538,468.704358,473.614156,1.1593983,0.959124045,1.1593983,0.99692448,1.0
107,0.162022,0.302031,0.126603,-0.349918,-0.197287,-83176.4,2.07321,125.434169,479.838443,473.837741,478.694891,1.15589241,0.960108033,1.15589241,0.997061033,1.0
108,0.162022,0.302031,0.126603,-0.349918,-0.197287,-85113.8,2.07321,125.547355,484.940876,479.033751,483.838743,1.15245957,0.961067658,1.15245957,0.99719161,1.0
109,0.162098,0.30206900000000003,0.126684,-0.349234,-0.195948,-69183.1,2.07321,124.617387,441.241447,434.373569,439.689488,1.18584668,0.951571222,1.18584668,0.995789159,1.0
110,0.162098,0.30206900000000003,0.126684,-0.349234,-0.195948,-70794.6,2.07321,124.753082,445.845771,439.088456,444.347973,1.18179611,0.952742898,1.18179611,0.99597517,1.0
111,0.162098,0.30206900000000003,0.126684,-0.349234,-0.195948,-72443.6,2.07321,124.885668,450.510223,443.861218,449.064839,1.17782783,0.953885494,1.17782783,0.996153121,1.0
112,0.162098,0.30206900000000003,0.126684,-0.349234,-0.195948,-74131.0,2.07321,125.015215,455.235465,448.69257,453.840799,1.17394046,0.954999746,1.17394046,0.996323351,1.0
113,0.162098,0.30206900000000003,0.126684,-0.349234,-0.195948,-75857.8,2.07321,125.141799,460.022383,453.583457,458.676794,1.17013247,0.956086422,1.17013247,0.996486192,1.0
114,0.162098,0.30206900000000003,0.126684,-0.349234,-0.195948,-77624.7,2.07321,125.26547,464.870985,458.533925,463.572874,1.16640301,0.957146075,1.16640301,0.996641932,1.0
115,0.162098,0.30206900000000003,0.126684,-0.349234,-0.195948,-79432.8,2.07321,125.386305,469.782335,463.545097,468.530155,1.16275043,0.958179477,1.16275043,0.996790885,1.0
116,0.162098,0.30206900000000003,0.126684,-0.349234,-0.195948,-81283.1,2.07321,125.504369,474.757162,468.617753,473.549414,1.15917334,0.959187302,1.15917334,0.996933339,1.0
117,0.162173,0.302106,0.12676500000000002,-0.348555,-0.19461199999999998,-67608.3,2.07321,124.667686,436.648996,429.62183,435.018713,1.18972989,0.950442833,1.18972989,0.995606674,1.0
118,0.162173,0.302106,0.12676500000000002,-0.348555,-0.19461199999999998,-69183.1,2.07321,124.805969,441.194213,434.280328,439.620026,1.18559903,0.951643015,1.18559903,0.995800658,1.0
