L1,L2,L3,L4,L5,M12,tb
0.165041,0.303505,0.129809,-0.322176,-0.13524,-26915.3,2.07321
0.165041,0.303505,0.129809,-0.322176,-0.13524,-27542.3,2.07321
0.165041,0.303505,0.129809,-0.322176,-0.13524,-28183.8,2.07321
0.165041,0.303505,0.129809,-0.322176,-0.13524,-28840.3,2.07321
0.16509,0.303529,0.129859,-0.321725,-0.134039,-26915.3,2.07321
0.16509,0.303529,0.129859,-0.321725,-0.134039,-27542.3,2.07321
0.16509,0.303529,0.129859,-0.321725,-0.134039,-28183.8,2.07321
0.165138,0.303552,0.129909,-0.321278,-0.13284,-26302.7,2.07321
0.165138,0.303552,0.129909,-0.321278,-0.13284,-26915.3,2.07321
0.165138,0.303552,0.129909,-0.321278,-0.13284,-27542.3,2.07321
0.165138,0.303552,0.129909,-0.321278,-0.13284,-28183.8,2.07321
0.165185,0.303575,0.129958,-0.320835,-0.131643,-26302.7,2.07321
0.165185,0.303575,0.129958,-0.320835,-0.131643,-26915.3,2.07321
0.165185,0.303575,0.129958,-0.320835,-0.131643,-27542.3,2.07321
0.165232,0.303597,0.130007,-0.320396,-0.130448,-25704.,2.07321
0.165232,0.303597,0.130007,-0.320396,-0.130448,-26302.7,2.07321
0.165232,0.303597,0.130007,-0.320396,-0.130448,-26915.3,2.07321
0.165232,0.303597,0.130007,-0.320396,-0.130448,-27542.3,2.07321
0.165278,0.30362,0.130055,-0.319962,-0.129256,-25704.,2.07321
0.165278,0.30362,0.130055,-0.319962,-0.129256,-26302.7,2.07321
0.165278,0.30362,0.130055,-0.319962,-0.129256,-26915.3,2.07321
0.165324,0.303642,0.130103,-0.319532,-0.128065,-25118.9,2.07321
0.165324,0.303642,0.130103,-0.319532,-0.128065,-25704.,2.07321
0.165324,0.303642,0.130103,-0.319532,-0.128065,-26302.7,2.07321
0.165324,0.303642,0.130103,-0.319532,-0.128065,-26915.3,2.07321
0.16537,0.303664,0.13015,-0.319107,-0.126877,-25118.9,2.07321
0.16537,0.303664,0.13015,-0.319107,-0.126877,-25704.,2.07321
0.16537,0.303664,0.13015,-0.319107,-0.126877,-26302.7,2.07321
0.165415,0.303685,0.130197,-0.318685,-0.125691,-24547.1,2.07321
0.165415,0.303685,0.130197,-0.318685,-0.125691,-25118.9,2.07321
0.165415,0.303685,0.130197,-0.318685,-0.125691,-25704.,2.07321
0.165459,0.303707,0.130243,-0.318268,-0.124506,-24547.1,2.07321
0.165459,0.303707,0.130243,-0.318268,-0.124506,-25118.9,2.07321
0.165459,0.303707,0.130243,-0.318268,-0.124506,-25704.,2.07321
0.165503,0.303728,0.130288,-0.317855,-0.123324,-23988.3,2.07321
0.165503,0.303728,0.130288,-0.317855,-0.123324,-24547.1,2.07321
0.165503,0.303728,0.130288,-0.317855,-0.123324,-25118.9,2.07321
0.165547,0.303749,0.130334,-0.317446,-0.122144,-23988.3,2.07321
0.165547,0.303749,0.130334,-0.317446,-0.122144,-24547.1,2.07321
0.165547,0.303749,0.130334,-0.317446,-0.122144,-25118.9,2.07321
0.16559,0.30377,0.130378,-0.317041,-0.120965,-23442.3,2.07321
0.16559,0.30377,0.130378,-0.317041,-0.120965,-23988.3,2.07321
0.16559,0.30377,0.130378,-0.317041,-0.120965,-24547.1,2.07321
0.165633,0.30379,0.130422,-0.31664,-0.119789,-23442.3,2.07321
0.165633,0.30379,0.130422,-0.31664,-0.119789,-23988.3,2.07321
0.165633,0.30379,0.130422,-0.31664,-0.119789,-24547.1,2.07321
0.165675,0.303811,0.130466,-0.316243,-0.118614,-22908.7,2.07321
0.165675,0.303811,0.130466,-0.316243,-0.118614,-23442.3,2.07321
0.165675,0.303811,0.130466,-0.316243,-0.118614,-23988.3,2.07321
0.165717,0.303831,0.130509,-0.315851,-0.117442,-22908.7,2.07321
0.165717,0.303831,0.130509,-0.315851,-0.117442,-23442.3,2.07321
0.165717,0.303831,0.130509,-0.315851,-0.117442,-23988.3,2.07321
0.165758,0.303851,0.130552,-0.315463,-0.116271,-22387.2,2.07321
0.165758,0.303851,0.130552,-0.315463,-0.116271,-22908.7,2.07321
0.165758,0.303851,0.130552,-0.315463,-0.116271,-23442.3,2.07321
0.165799,0.30387,0.130594,-0.315079,-0.115102,-22387.2,2.07321
0.165799,0.30387,0.130594,-0.315079,-0.115102,-22908.7,2.07321
0.165799,0.30387,0.130594,-0.315079,-0.115102,-23442.3,2.07321
0.165839,0.30389,0.130635,-0.314698,-0.113935,-21877.6,2.07321
0.165839,0.30389,0.130635,-0.314698,-0.113935,-22387.2,2.07321
0.165839,0.30389,0.130635,-0.314698,-0.113935,-22908.7,2.07321
0.165879,0.303909,0.130676,-0.314322,-0.11277,-21877.6,2.07321
0.165879,0.303909,0.130676,-0.314322,-0.11277,-22387.2,2.07321
0.165879,0.303909,0.130676,-0.314322,-0.11277,-22908.7,2.07321
0.165919,0.303928,0.130717,-0.31395,-0.111606,-21877.6,2.07321
0.165919,0.303928,0.130717,-0.31395,-0.111606,-22387.2,2.07321
0.165919,0.303928,0.130717,-0.31395,-0.111606,-22908.7,2.07321
0.165958,0.303947,0.130757,-0.313582,-0.110445,-21379.6,2.07321
0.165958,0.303947,0.130757,-0.313582,-0.110445,-21877.6,2.07321
0.165958,0.303947,0.130757,-0.313582,-0.110445,-22387.2,2.07321
0.165996,0.303965,0.130797,-0.313218,-0.109285,-21379.6,2.07321
0.165996,0.303965,0.130797,-0.313218,-0.109285,-21877.6,2.07321
0.165996,0.303965,0.130797,-0.313218,-0.109285,-22387.2,2.07321
0.166034,0.303983,0.130836,-0.312858,-0.108126,-20893.,2.07321
0.166034,0.303983,0.130836,-0.312858,-0.108126,-21379.6,2.07321
0.166034,0.303983,0.130836,-0.312858,-0.108126,-21877.6,2.07321
0.166072,0.304001,0.130875,-0.312503,-0.10697,-20893.,2.07321
0.166072,0.304001,0.130875,-0.312503,-0.10697,-21379.6,2.07321
0.166072,0.304001,0.130875,-0.312503,-0.10697,-21877.6,2.07321
0.166109,0.304019,0.130913,-0.312151,-0.105815,-20417.4,2.07321
0.166109,0.304019,0.130913,-0.312151,-0.105815,-20893.,2.07321
0.166109,0.304019,0.130913,-0.312151,-0.105815,-21379.6,2.07321
0.166146,0.304037,0.130951,-0.311803,-0.104662,-20417.4,2.07321
0.166146,0.304037,0.130951,-0.311803,-0.104662,-20893.,2.07321
0.166146,0.304037,0.130951,-0.311803,-0.104662,-21379.6,2.07321
0.166183,0.304054,0.130988,-0.311459,-0.103511,-20417.4,2.07321
0.166183,0.304054,0.130988,-0.311459,-0.103511,-20893.,2.07321
0.166219,0.304072,0.131025,-0.311119,-0.102361,-19952.6,2.07321
0.166219,0.304072,0.131025,-0.311119,-0.102361,-20417.4,2.07321
0.166219,0.304072,0.131025,-0.311119,-0.102361,-20893.,2.07321
0.166254,0.304089,0.131061,-0.310783,-0.101212,-19952.6,2.07321
0.166254,0.304089,0.131061,-0.310783,-0.101212,-20417.4,2.07321
0.166254,0.304089,0.131061,-0.310783,-0.101212,-20893.,2.07321
0.166289,0.304106,0.131097,-0.310451,-0.100066,-19498.4,2.07321
0.166289,0.304106,0.131097,-0.310451,-0.100066,-19952.6,2.07321
0.166289,0.304106,0.131097,-0.310451,-0.100066,-20417.4,2.07321
0.166324,0.304122,0.131133,-0.310122,-0.0989207,-19498.4,2.07321
0.166324,0.304122,0.131133,-0.310122,-0.0989207,-19952.6,2.07321
0.166324,0.304122,0.131133,-0.310122,-0.0989207,-20417.4,2.07321
0.166358,0.304139,0.131168,-0.309798,-0.0977772,-19498.4,2.07321
0.166358,0.304139,0.131168,-0.309798,-0.0977772,-19952.6,2.07321
0.166392,0.304155,0.131202,-0.309478,-0.0966351,-19054.6,2.07321
0.166392,0.304155,0.131202,-0.309478,-0.0966351,-19498.4,2.07321
0.166392,0.304155,0.131202,-0.309478,-0.0966351,-19952.6,2.07321
0.166425,0.304171,0.131237,-0.309161,-0.0954946,-19054.6,2.07321
0.166425,0.304171,0.131237,-0.309161,-0.0954946,-19498.4,2.07321
0.166425,0.304171,0.131237,-0.309161,-0.0954946,-19952.6,2.07321
0.166458,0.304186,0.13127,-0.308849,-0.0943556,-18620.9,2.07321
0.166458,0.304186,0.13127,-0.308849,-0.0943556,-19054.6,2.07321
0.166458,0.304186,0.13127,-0.308849,-0.0943556,-19498.4,2.07321
0.166491,0.304202,0.131303,-0.30854,-0.0932181,-18620.9,2.07321
0.166491,0.304202,0.131303,-0.30854,-0.0932181,-19054.6,2.07321
0.166491,0.304202,0.131303,-0.30854,-0.0932181,-19498.4,2.07321
0.166523,0.304217,0.131336,-0.308235,-0.092082,-18620.9,2.07321
0.166523,0.304217,0.131336,-0.308235,-0.092082,-19054.6,2.07321
0.166555,0.304233,0.131369,-0.307935,-0.0909474,-18197.,2.07321
0.166555,0.304233,0.131369,-0.307935,-0.0909474,-18620.9,2.07321
0.166555,0.304233,0.131369,-0.307935,-0.0909474,-19054.6,2.07321
0.166586,0.304248,0.1314,-0.307638,-0.0898141,-18197.,2.07321
0.166586,0.304248,0.1314,-0.307638,-0.0898141,-18620.9,2.07321
0.166586,0.304248,0.1314,-0.307638,-0.0898141,-19054.6,2.07321
0.166617,0.304262,0.131432,-0.307344,-0.0886823,-18197.,2.07321
0.166617,0.304262,0.131432,-0.307344,-0.0886823,-18620.9,2.07321
0.166647,0.304277,0.131463,-0.307055,-0.0875518,-17782.8,2.07321
0.166647,0.304277,0.131463,-0.307055,-0.0875518,-18197.,2.07321
0.166647,0.304277,0.131463,-0.307055,-0.0875518,-18620.9,2.07321
0.166677,0.304291,0.131494,-0.306769,-0.0864227,-17782.8,2.07321
0.166677,0.304291,0.131494,-0.306769,-0.0864227,-18197.,2.07321
0.166707,0.304305,0.131524,-0.306488,-0.0852949,-17782.8,2.07321
0.166707,0.304305,0.131524,-0.306488,-0.0852949,-18197.,2.07321
0.166736,0.304319,0.131553,-0.30621,-0.0841685,-17378.,2.07321
0.166736,0.304319,0.131553,-0.30621,-0.0841685,-17782.8,2.07321
0.166736,0.304319,0.131553,-0.30621,-0.0841685,-18197.,2.07321
0.166765,0.304333,0.131583,-0.305936,-0.0830433,-17378.,2.07321
0.166765,0.304333,0.131583,-0.305936,-0.0830433,-17782.8,2.07321
0.166794,0.304347,0.131612,-0.305665,-0.0819195,-17378.,2.07321
0.166794,0.304347,0.131612,-0.305665,-0.0819195,-17782.8,2.07321
0.166822,0.30436,0.13164,-0.305399,-0.0807969,-16982.4,2.07321
0.166822,0.30436,0.13164,-0.305399,-0.0807969,-17378.,2.07321
0.166822,0.30436,0.13164,-0.305399,-0.0807969,-17782.8,2.07321
0.166849,0.304373,0.131668,-0.305136,-0.0796755,-16982.4,2.07321
0.166849,0.304373,0.131668,-0.305136,-0.0796755,-17378.,2.07321
0.166876,0.304386,0.131696,-0.304877,-0.0785554,-16982.4,2.07321
0.166876,0.304386,0.131696,-0.304877,-0.0785554,-17378.,2.07321
0.166903,0.304399,0.131723,-0.304622,-0.0774364,-16595.9,2.07321
0.166903,0.304399,0.131723,-0.304622,-0.0774364,-16982.4,2.07321
0.166903,0.304399,0.131723,-0.304622,-0.0774364,-17378.,2.07321
0.16693,0.304411,0.13175,-0.30437,-0.0763187,-16595.9,2.07321
0.16693,0.304411,0.13175,-0.30437,-0.0763187,-16982.4,2.07321
